Time,Colour_p4_01,Colour_p4_02,Colour_p4_03,Colour_p4_04,Colour_p4_05,Colour_p4_06,Colour_p4_07,Colour_p4_08,Colour_p4_09,Colour_p4_10
9.240,2.000,2.000,2.000,4.000,4.000,2.000,2.000,2.000,4.000,6.000,
9.250,2.000,2.000,2.000,4.000,4.000,2.000,2.000,2.000,4.000,6.000,
9.260,2.000,2.000,2.000,4.000,4.000,2.000,2.000,2.000,4.000,6.000,
9.270,2.000,2.000,2.000,4.000,4.000,2.000,2.000,2.000,4.000,6.000,
9.280,2.000,2.000,2.000,4.000,4.000,2.000,2.000,2.000,4.000,2.000,
9.290,2.000,2.000,2.000,4.000,4.000,2.000,2.000,2.000,4.000,2.000,
9.300,2.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,2.000,
9.310,2.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,2.000,
9.320,2.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,2.000,
9.330,2.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,2.000,
9.340,2.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,2.000,
9.350,2.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,2.000,
9.360,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,
9.370,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,
9.380,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,
9.390,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,
9.400,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,
9.410,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,
9.420,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,
9.430,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,
9.440,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,
9.450,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,
9.460,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,
9.470,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,
9.480,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,
9.490,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,
9.500,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,
9.510,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,
9.520,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,
9.530,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,
9.540,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,
9.550,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,
9.560,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,
9.570,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,
9.580,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,
9.590,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,
9.600,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,
9.610,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,
9.620,6.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,
9.630,6.000,6.000,4.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,
9.640,4.000,4.000,4.000,2.000,2.000,2.000,2.000,4.000,2.000,2.000,
9.650,4.000,4.000,4.000,2.000,2.000,2.000,2.000,4.000,2.000,2.000,
9.660,4.000,4.000,4.000,2.000,2.000,2.000,2.000,4.000,2.000,2.000,
9.670,4.000,4.000,4.000,2.000,2.000,2.000,2.000,4.000,2.000,2.000,
9.680,4.000,4.000,4.000,2.000,2.000,2.000,2.000,4.000,2.000,2.000,
9.690,4.000,4.000,4.000,2.000,2.000,2.000,2.000,4.000,2.000,2.000,
9.700,4.000,4.000,4.000,2.000,6.000,2.000,2.000,4.000,2.000,4.000,
9.710,4.000,4.000,4.000,2.000,6.000,2.000,2.000,4.000,2.000,4.000,
9.720,4.000,4.000,4.000,2.000,6.000,2.000,2.000,4.000,2.000,4.000,
9.730,4.000,4.000,4.000,2.000,4.000,2.000,2.000,4.000,2.000,4.000,
9.740,4.000,4.000,4.000,2.000,4.000,2.000,2.000,4.000,2.000,4.000,
9.750,4.000,4.000,4.000,2.000,4.000,2.000,2.000,4.000,2.000,4.000,
9.760,4.000,4.000,4.000,2.000,4.000,2.000,2.000,4.000,2.000,4.000,
9.770,4.000,4.000,4.000,2.000,4.000,2.000,2.000,4.000,2.000,4.000,
9.780,4.000,4.000,4.000,2.000,4.000,2.000,2.000,4.000,2.000,4.000,
9.790,4.000,4.000,4.000,4.000,4.000,2.000,2.000,4.000,2.000,4.000,
9.800,4.000,4.000,4.000,4.000,4.000,2.000,2.000,4.000,2.000,4.000,
9.810,4.000,4.000,4.000,4.000,4.000,2.000,4.000,4.000,2.000,4.000,
9.820,4.000,4.000,4.000,4.000,4.000,2.000,4.000,4.000,2.000,4.000,
9.830,4.000,4.000,4.000,4.000,4.000,2.000,4.000,4.000,4.000,4.000,
9.840,4.000,4.000,4.000,4.000,4.000,2.000,4.000,4.000,6.000,4.000,
9.850,4.000,4.000,4.000,4.000,4.000,2.000,4.000,4.000,6.000,4.000,
9.860,4.000,4.000,4.000,4.000,4.000,2.000,4.000,4.000,6.000,4.000,
9.870,4.000,4.000,4.000,4.000,4.000,2.000,4.000,4.000,6.000,4.000,
9.880,4.000,4.000,4.000,4.000,4.000,2.000,4.000,4.000,6.000,4.000,
9.890,4.000,4.000,4.000,4.000,4.000,2.000,4.000,4.000,4.000,4.000,
9.900,4.000,4.000,4.000,4.000,4.000,2.000,4.000,4.000,4.000,4.000,
9.910,4.000,4.000,4.000,4.000,4.000,2.000,4.000,4.000,4.000,4.000,
9.920,4.000,4.000,4.000,4.000,4.000,2.000,4.000,4.000,4.000,4.000,
9.930,4.000,4.000,4.000,4.000,4.000,2.000,4.000,4.000,4.000,4.000,
9.940,4.000,4.000,4.000,4.000,4.000,2.000,4.000,4.000,4.000,4.000,
9.950,4.000,4.000,4.000,4.000,4.000,2.000,4.000,4.000,4.000,4.000,
9.960,4.000,4.000,4.000,4.000,4.000,2.000,4.000,4.000,4.000,4.000,
9.970,4.000,4.000,4.000,4.000,4.000,2.000,4.000,4.000,4.000,4.000,
9.980,4.000,4.000,4.000,4.000,4.000,2.000,4.000,4.000,4.000,4.000,
9.990,4.000,4.000,4.000,4.000,4.000,2.000,4.000,4.000,4.000,4.000,
10.000,4.000,4.000,4.000,4.000,4.000,2.000,4.000,4.000,4.000,4.000,
10.010,4.000,4.000,4.000,4.000,4.000,2.000,4.000,4.000,4.000,4.000,
10.020,4.000,4.000,4.000,4.000,4.000,2.000,4.000,4.000,4.000,4.000,
10.030,4.000,4.000,4.000,4.000,4.000,2.000,4.000,4.000,4.000,4.000,
10.040,4.000,4.000,4.000,4.000,4.000,2.000,4.000,4.000,4.000,4.000,
10.050,4.000,4.000,4.000,4.000,4.000,2.000,4.000,4.000,4.000,4.000,
10.060,4.000,4.000,4.000,4.000,4.000,2.000,4.000,4.000,4.000,4.000,
10.070,4.000,4.000,4.000,4.000,4.000,2.000,4.000,4.000,4.000,4.000,
10.080,4.000,4.000,3.000,4.000,4.000,2.000,4.000,4.000,4.000,4.000,
10.090,4.000,4.000,3.000,4.000,4.000,2.000,4.000,4.000,4.000,4.000,
10.100,4.000,4.000,3.000,4.000,4.000,2.000,4.000,4.000,4.000,4.000,
10.110,4.000,4.000,3.000,4.000,4.000,2.000,4.000,4.000,4.000,4.000,
10.120,4.000,4.000,3.000,4.000,4.000,2.000,4.000,4.000,4.000,4.000,
10.130,4.000,4.000,3.000,4.000,4.000,2.000,4.000,4.000,4.000,4.000,
10.140,4.000,4.000,3.000,4.000,4.000,2.000,4.000,4.000,4.000,4.000,
10.150,4.000,4.000,3.000,4.000,4.000,2.000,4.000,3.000,4.000,4.000,
10.160,4.000,4.000,3.000,4.000,4.000,2.000,4.000,3.000,4.000,4.000,
10.170,4.000,4.000,3.000,4.000,4.000,2.000,4.000,3.000,4.000,4.000,
10.180,4.000,4.000,3.000,4.000,4.000,2.000,4.000,3.000,4.000,3.000,
10.190,4.000,4.000,3.000,4.000,4.000,2.000,4.000,3.000,4.000,3.000,
10.200,4.000,4.000,3.000,4.000,4.000,2.000,4.000,3.000,4.000,3.000,
10.210,4.000,4.000,3.000,4.000,4.000,2.000,4.000,3.000,4.000,3.000,
10.220,4.000,4.000,3.000,4.000,4.000,3.000,4.000,3.000,4.000,3.000,
10.230,4.000,4.000,3.000,4.000,4.000,3.000,4.000,3.000,4.000,3.000,
10.240,4.000,3.000,3.000,4.000,4.000,3.000,4.000,3.000,4.000,3.000,
10.250,4.000,3.000,3.000,4.000,4.000,3.000,4.000,3.000,4.000,3.000,
10.260,4.000,3.000,3.000,4.000,3.000,3.000,4.000,3.000,4.000,3.000,
10.270,4.000,3.000,3.000,4.000,3.000,3.000,4.000,3.000,4.000,3.000,
10.280,4.000,3.000,3.000,4.000,3.000,3.000,4.000,3.000,4.000,3.000,
10.290,3.000,3.000,3.000,3.000,3.000,3.000,4.000,3.000,4.000,3.000,
10.300,3.000,3.000,3.000,3.000,3.000,3.000,4.000,3.000,4.000,3.000,
10.310,3.000,3.000,3.000,3.000,3.000,3.000,4.000,3.000,4.000,3.000,
10.320,3.000,3.000,3.000,3.000,3.000,3.000,4.000,3.000,4.000,3.000,
10.330,3.000,3.000,3.000,3.000,3.000,3.000,4.000,3.000,4.000,3.000,
10.340,3.000,3.000,3.000,3.000,3.000,3.000,4.000,3.000,4.000,3.000,
10.350,3.000,3.000,3.000,3.000,3.000,3.000,4.000,3.000,4.000,3.000,
10.360,3.000,3.000,3.000,3.000,3.000,3.000,4.000,3.000,4.000,3.000,
10.370,3.000,3.000,3.000,3.000,3.000,3.000,4.000,3.000,4.000,3.000,
10.380,3.000,3.000,3.000,3.000,3.000,3.000,4.000,3.000,4.000,3.000,
10.390,3.000,3.000,3.000,3.000,3.000,3.000,4.000,3.000,4.000,3.000,
10.400,3.000,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,
10.410,3.000,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,
10.420,3.000,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,
10.430,3.000,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,
10.440,3.000,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,
10.450,3.000,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,
10.460,3.000,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,
10.470,3.000,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,
10.480,3.000,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,
10.490,3.000,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,
10.500,3.000,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,
10.510,3.000,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,
10.520,3.000,3.000,3.000,3.000,3.000,3.000,4.000,4.000,3.000,3.000,
10.530,3.000,3.000,4.000,3.000,3.000,3.000,4.000,4.000,3.000,3.000,
10.540,3.000,3.000,4.000,3.000,3.000,3.000,4.000,4.000,4.000,3.000,
10.550,3.000,3.000,4.000,3.000,3.000,3.000,4.000,4.000,4.000,3.000,
10.560,3.000,3.000,4.000,3.000,3.000,3.000,4.000,4.000,4.000,3.000,
10.570,4.000,4.000,4.000,3.000,3.000,3.000,4.000,4.000,4.000,3.000,
10.580,4.000,4.000,4.000,3.000,3.000,3.000,4.000,4.000,4.000,3.000,
10.590,4.000,4.000,4.000,3.000,3.000,3.000,4.000,4.000,4.000,3.000,
10.600,4.000,4.000,4.000,3.000,3.000,3.000,3.000,4.000,4.000,3.000,
10.610,4.000,4.000,4.000,3.000,3.000,3.000,4.000,4.000,4.000,3.000,
10.620,4.000,4.000,4.000,3.000,3.000,3.000,4.000,4.000,4.000,3.000,
10.630,4.000,4.000,4.000,4.000,3.000,3.000,4.000,4.000,4.000,3.000,
10.640,4.000,4.000,4.000,4.000,3.000,3.000,4.000,4.000,4.000,3.000,
10.650,4.000,4.000,4.000,4.000,3.000,3.000,4.000,4.000,4.000,3.000,
10.660,4.000,4.000,4.000,4.000,3.000,3.000,4.000,4.000,4.000,3.000,
10.670,4.000,4.000,4.000,4.000,3.000,3.000,4.000,4.000,4.000,3.000,
10.680,4.000,4.000,4.000,4.000,3.000,3.000,4.000,4.000,4.000,3.000,
10.690,4.000,4.000,4.000,4.000,3.000,3.000,4.000,4.000,4.000,3.000,
10.700,4.000,4.000,4.000,4.000,3.000,3.000,4.000,4.000,4.000,3.000,
10.710,4.000,4.000,4.000,4.000,3.000,3.000,4.000,4.000,4.000,3.000,
10.720,4.000,4.000,4.000,4.000,3.000,3.000,4.000,4.000,4.000,4.000,
10.730,4.000,4.000,4.000,4.000,3.000,3.000,4.000,4.000,4.000,4.000,
10.740,4.000,4.000,4.000,4.000,3.000,3.000,4.000,4.000,4.000,4.000,
10.750,4.000,4.000,4.000,4.000,3.000,3.000,4.000,4.000,4.000,4.000,
10.760,4.000,4.000,4.000,4.000,4.000,3.000,4.000,4.000,4.000,4.000,
10.770,4.000,4.000,4.000,4.000,4.000,3.000,4.000,4.000,4.000,4.000,
10.780,4.000,4.000,4.000,4.000,4.000,3.000,4.000,4.000,4.000,4.000,
10.790,4.000,4.000,4.000,4.000,4.000,3.000,4.000,4.000,4.000,4.000,
10.800,4.000,4.000,4.000,4.000,4.000,3.000,4.000,4.000,4.000,4.000,
10.810,4.000,4.000,4.000,4.000,4.000,3.000,4.000,4.000,4.000,4.000,
10.820,4.000,4.000,4.000,4.000,4.000,3.000,4.000,4.000,4.000,4.000,
10.830,4.000,4.000,4.000,4.000,4.000,3.000,4.000,4.000,4.000,4.000,
10.840,4.000,4.000,4.000,4.000,4.000,3.000,4.000,4.000,4.000,4.000,
10.850,4.000,4.000,4.000,4.000,4.000,3.000,4.000,4.000,4.000,4.000,
10.860,4.000,4.000,4.000,4.000,4.000,3.000,4.000,4.000,4.000,4.000,
10.870,4.000,4.000,4.000,4.000,4.000,3.000,4.000,4.000,4.000,4.000,
10.880,4.000,4.000,4.000,4.000,4.000,3.000,4.000,4.000,4.000,4.000,
10.890,4.000,4.000,4.000,4.000,4.000,3.000,4.000,4.000,4.000,4.000,
10.900,4.000,4.000,4.000,4.000,4.000,3.000,4.000,4.000,4.000,4.000,
10.910,4.000,4.000,4.000,4.000,4.000,3.000,4.000,4.000,4.000,4.000,
10.920,4.000,4.000,4.000,4.000,4.000,3.000,4.000,4.000,4.000,4.000,
10.930,4.000,4.000,4.000,4.000,4.000,2.000,4.000,4.000,4.000,4.000,
10.940,4.000,4.000,4.000,4.000,4.000,2.000,4.000,4.000,4.000,4.000,
10.950,4.000,4.000,4.000,4.000,4.000,2.000,4.000,4.000,4.000,4.000,
10.960,4.000,4.000,4.000,4.000,4.000,2.000,4.000,4.000,4.000,4.000,
10.970,4.000,4.000,4.000,4.000,4.000,2.000,4.000,4.000,4.000,4.000,
10.980,4.000,4.000,4.000,4.000,4.000,2.000,4.000,4.000,4.000,4.000,
10.990,4.000,4.000,4.000,4.000,4.000,2.000,4.000,4.000,4.000,4.000,
11.000,4.000,4.000,4.000,4.000,4.000,2.000,4.000,4.000,4.000,4.000,
11.010,4.000,4.000,4.000,4.000,4.000,2.000,4.000,4.000,4.000,4.000,
11.020,4.000,4.000,4.000,4.000,4.000,2.000,4.000,4.000,4.000,4.000,
11.030,4.000,4.000,4.000,4.000,4.000,2.000,4.000,4.000,4.000,4.000,
11.040,4.000,4.000,4.000,4.000,4.000,2.000,4.000,4.000,4.000,4.000,
11.050,4.000,4.000,4.000,4.000,5.000,2.000,4.000,4.000,4.000,4.000,
11.060,4.000,4.000,4.000,4.000,5.000,2.000,4.000,4.000,4.000,4.000,
11.070,4.000,4.000,4.000,4.000,5.000,2.000,4.000,4.000,4.000,4.000,
11.080,4.000,4.000,5.000,4.000,5.000,2.000,4.000,5.000,4.000,4.000,
11.090,4.000,4.000,5.000,4.000,5.000,2.000,4.000,5.000,4.000,4.000,
11.100,4.000,4.000,5.000,4.000,5.000,2.000,4.000,5.000,4.000,4.000,
11.110,4.000,4.000,5.000,4.000,5.000,2.000,4.000,5.000,4.000,4.000,
11.120,4.000,4.000,5.000,4.000,5.000,2.000,4.000,5.000,4.000,4.000,
11.130,4.000,4.000,5.000,4.000,5.000,2.000,4.000,5.000,4.000,4.000,
11.140,5.000,4.000,5.000,4.000,5.000,2.000,4.000,5.000,4.000,4.000,
11.150,5.000,4.000,5.000,4.000,5.000,2.000,4.000,5.000,5.000,4.000,
11.160,5.000,4.000,5.000,4.000,5.000,2.000,4.000,5.000,5.000,4.000,
11.170,5.000,4.000,5.000,4.000,5.000,2.000,5.000,5.000,5.000,4.000,
11.180,5.000,4.000,5.000,4.000,5.000,2.000,5.000,5.000,5.000,4.000,
11.190,5.000,4.000,5.000,4.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.200,5.000,4.000,5.000,4.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.210,5.000,4.000,5.000,4.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.220,5.000,4.000,5.000,4.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.230,5.000,4.000,5.000,4.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.240,5.000,4.000,5.000,4.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.250,5.000,4.000,5.000,4.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.260,5.000,4.000,5.000,4.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.270,5.000,4.000,5.000,4.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.280,5.000,4.000,5.000,4.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.290,5.000,4.000,5.000,4.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.300,5.000,4.000,5.000,4.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.310,5.000,4.000,5.000,4.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.320,5.000,4.000,5.000,4.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.330,5.000,4.000,5.000,4.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.340,5.000,5.000,5.000,4.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.350,5.000,5.000,5.000,4.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.360,5.000,5.000,5.000,4.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.370,5.000,5.000,5.000,4.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.380,5.000,5.000,5.000,4.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.390,5.000,5.000,5.000,4.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.400,5.000,5.000,5.000,4.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.410,5.000,5.000,5.000,4.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.420,5.000,5.000,5.000,4.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.430,5.000,5.000,5.000,4.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.440,5.000,5.000,5.000,4.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.450,5.000,5.000,5.000,4.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.460,5.000,5.000,5.000,4.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.470,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.480,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.490,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.500,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.510,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.520,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.530,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.540,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.550,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.560,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.570,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.580,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.590,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.600,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.610,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.620,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.630,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.640,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.650,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.660,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.670,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.680,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.690,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.700,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.710,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.720,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.730,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.740,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.750,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.760,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.770,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.780,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.790,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.800,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.810,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.820,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.830,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.840,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.850,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.860,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.870,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.880,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.890,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.900,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.910,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.920,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.930,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.940,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.950,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.960,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.970,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.980,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
11.990,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
12.000,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
12.010,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
12.020,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
12.030,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
12.040,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
12.050,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
12.060,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
12.070,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
12.080,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
12.090,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
12.100,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
12.110,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
12.120,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
12.130,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
12.140,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
12.150,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
12.160,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
12.170,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
12.180,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
12.190,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
12.200,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
12.210,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
12.220,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
12.230,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
12.240,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
12.250,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
12.260,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
12.270,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
12.280,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
12.290,5.000,5.000,5.000,5.000,5.000,2.000,5.000,5.000,5.000,5.000,
12.300,5.000,5.000,5.000,5.000,2.000,2.000,5.000,5.000,5.000,5.000,
12.310,5.000,5.000,5.000,5.000,2.000,2.000,5.000,5.000,5.000,5.000,
12.320,5.000,5.000,5.000,5.000,2.000,2.000,5.000,5.000,5.000,5.000,
